Rk,Player,Pos,Tm,Salary
,Johnny Mundt\MundJo00,TE,LAR,$570000
,DaeSean Hamilton\HamiDa01,WR,DEN,$570000
,Phillip Lindsay\LindPh00,RB,DEN,$570000
,Jalyn Holmes\HolmJa01,DE,MIN,$570000
,Will Richardson\RichWi01,OT,JAX,$570000
,Marcell Ateman\AtemMa00,WR,OAK,$570000
,Harrison Phillips\PhilHa00,DT,BUF,$570000
,Roderick Johnson\JohnRo06,OT,HOU,$570000
,Chris Odom\OdomCh00,DE,WAS,$570000
,Darious Williams\WillDa09,CB,LAR,$570000
,Kalen Ballage\BallKa00,RB,MIA,$570000
,Mike Ford\FordMi01,CB,DET,$570000
,Olasunkanmi Adeniyi\AdenOl00,DE,PIT,$570000
,Raven Greene\GreeRa02,S,GNB,$570000
,Gus Edwards\EdwaGu00,RB,BAL,$570000
,Fadol Brown\BrowFa00,DE,GNB,$570000
,Trey Quinn\QuinTr00,WR,WAS,$570000
,Justin Jackson\JackJu01,RB,LAC,$570000
,Will Clapp\ClapWi00,C,NOR,$570000
,Jason Sanders\SandJa00,K,MIA,$570000
,Greg Joseph\JoseGr00,K,TEN,$570000
,Richie James\JameRi00,WR,SFO,$570000
,Justin Murray\MurrJu00,T,ARI,$570000
,Troy Apke\ApkeTr00,S,WAS,$570000
,Nick Nelson\NelsNi00,CB,OAK,$570000
,Demone Harris\HarrDe06,DE,2TM,$570000
,Mike Boone\BoonMi00,RB,MIN,$570000
,Jason Cabinda\CabiJa00,ILB,DET,$570000
,Jordan Whitehead\WhitJo03,SS,TAM,$570000
,Deon Yelder\YeldDe00,TE,KAN,$570000
,Tim Boyle\BoylTi00,QB,GNB,$570000
,Brett Maher\MaheBr01,K,DAL,$570000
,Marquez Valdes-Scantling\ValdMa00,WR,GNB,$570000
,Tyrell Crosby\CrosTy00,OT,DET,$570000
,Auden Tate\TateAu00,WR,CIN,$570000
,Ahmad Thomas\ThomAh00,FS,ATL,$570000
,Jalen Davis\DaviJa06,CB,ARI,$570000
,D.J. Reed\ReedD.00,CB,SFO,$570000
,Sean Harlow\HarlSe00,OG,ATL,$570000
,Brandon Facyson\FacyBr00,CB,LAC,$570000
,Robert Tonyan\TonyRo00,TE,GNB,$570000
,Alexander Johnson\JohnAl01,LB,DEN,$570000
,Cornell Armstrong\ArmsCo00,CB,HOU,$570000
,Bilal Nichols\NichBi00,DT,CHI,$570000
,Garrett Dickerson\DickGa00,TE,NYG,$570000
,Antonio Callaway\CallAn00,WR,CLE,$570000
,Chris Covington\CoviCh01,LB,DAL,$570000
,Trent Sherfield\SherTr00,WR,ARI,$570000
,Jake Kumerow\KumeJa00,WR,GNB,$570000
,Brandon Zylstra\ZylsBr00,WR,CAR,$570000
,Josh Sweat\SweaJo00,DE,PHI,$570000
,Tra Carson\CarsTr01,HB,2TM,$570000
,Jordan Roos\RoosJo00,OG,SEA,$570000
,Matthew Adams\AdamMa00,LB,IND,$570000
,Korey Cunningham\CunnKo00,OT,NWE,$570000
,Chase Edmonds\EdmoCh00,RB,ARI,$570000
,Jullian Taylor\TaylJu00,DT,SFO,$570000
,Bradley Chubb\ChubBr00,DE,DEN,$570000
,B.J. Bello\BellB.00,LB,NYJ,$570000
,Ricky Ortiz\OrtiRi00,FB,NOR,$570000
,Damion Ratley\RatlDa00,WR,CLE,$570000
,Russell Gage\GageRu00,WR,ATL,$570000
,Joshua Kalu\KaluJo00,CB,TEN,$570000
,Vyncint Smith\SmitVy00,WR,NYJ,$570000
,Tavierre Thomas\ThomTa01,DB,CLE,$570000
,Mike McGlinchey\McGlMi00,OT,SFO,$570000
,JK Scott\ScotJK00,P,GNB,$570000
,Siran Neal\NealSi00,CB,BUF,$570000
,Corey Bojorquez\BojoCo00,P,BUF,$570000
,Logan Cooke\CookLo00,P,JAX,$570000
,Dan Arnold\ArnoDa00,WR,2TM,$570000
,Darius Phillips\PhilDa02,CB,CIN,$570000
,Sharif Finch\FincSh00,LB,TEN,$570000
,Jordan Wilkins\WilkJo01,RB,IND,$570000
,Ifeadi Odenigbo\OdenIf00,DE,MIN,$570000
,Isaiah Ford\FordIs00,WR,MIA,$570000
,Andre Smith\SmitAn04,ILB,CAR,$570000
,Evan Brown\BrowEv00,C,2TM,$570000
,Baker Mayfield\MayfBa00,QB,CLE,$570000
,Levi Wallace\WallLe00,CB,BUF,$570000
,Ian Thomas\ThomIa00,TE,CAR,$570000
,Natrell Jamerson\JameNa00,FS,CAR,$570000
,Cassanova McKinzy\McKiCa01,LB,WAS,$570000
,Will Dissly\DissWi00,TE,SEA,$570000
,Kylie Fitts\FittKy00,DE,ARI,$570000
,Jason Vander Laan\VandJa00,TE,NOR,$570000
,Jermaine Grace\GracJe00,LB,ATL,$570000
,Tyler Lancaster\LancTy00,DL,GNB,$570000
,Tre Herndon\HernTr00,CB,JAX,$570000
,Joel Iyiegbuniwe\IyieJo00,LB,CHI,$570000
,Colby Wadman\WadmCo00,P,DEN,$570000
,Sean Chandler\ChanSe00,FS,NYG,$570000
,Avery Moss\MossAv00,DE,MIA,$570000
,Sebastian Joseph\JoseSe00,DT,LAR,$570000
,Armani Watts\WattAr00,FS,KAN,$570000
,Dalton Schultz\SchuDa00,TE,DAL,$570000
,Dalyn Dawkins\DawkDa01,RB,TEN,$570000
,Josey Jewell\JeweJo00,ILB,DEN,$570000
,Kevin Peterson\PeteKe01,CB,ARI,$570000
,Austin Calitro\CaliAu00,LB,JAX,$570000
,Genard Avery\AverGe00,LB,2TM,$570000
,Marquis Haynes\HaynMa01,OLB,CAR,$570000
,Hunter Bradley\BradHu00,LS,GNB,$570000
,Devante Downs\DownDe00,LB,2TM,$570000
,Josh Adams\AdamJo03,RB,NYJ,$570000
,Matt Pryor\PryoMa00,OT,PHI,$570000
,Shaquem Griffin\GrifSh01,OLB,SEA,$570000
,Ito Smith\SmitIt00,RB,ATL,$570000
,Chad Beebe\BeebCh00,WR,MIN,$570000
,Leon Jacobs\JacoLe00,OLB,JAX,$570000
,Nick Mullens\MullNi00,QB,SFO,$570000
,Zach Pascal\PascZa00,WR,IND,$570000
,Ryan Neal\NealRy00,DB,SEA,$570000
,Ike Boettger\BoetIk00,G,BUF,$570000
,Taybor Pepper\PeppTa00,LS,MIA,$570000
,Steve Longa\LongSt00,OLB,DET,$570000
,Danny Johnson\JohnDa09,CB,WAS,$570000
,Ben Niemann\NiemBe00,LB,KAN,$570000
,Keith Kirkwood\KirkKe00,WR,NOR,$570000
,Andrew Wylie\WyliAn00,T,KAN,$570000
,Aaron Stinnie\StinAa00,G,2TM,$570000
,Zeke Turner\TurnZe00,S,ARI,$570000
,Marcus Johnson\JohnMa07,WR,IND,$570000
,Zach Sieler\SielZa00,DE,2TM,$570000
,James Crawford\CrawJa01,LB,MIA,$570000
,Jermaine Carter\CartJe00,LB,CAR,$570000
,Scott Quessenberry\QuesSc00,C,LAC,$570000
,Jack Cichy\CichJa00,ILB,TAM,$570000
,Brian Allen\AlleBr02,C,LAR,$570000
,Nyheim Hines\HineNy00,RB,IND,$570000
,Tony Brown\BrowTo01,CB,GNB,$570000
,Da'Shawn Hand\HandDa00,DE,DET,$570000
,Tae Davis\DaviTa00,LB,2TM,$570000
,Jamil Demby\DembJa00,OT,LAR,$570000
,Taylor Stallworth\StalTa00,DT,NOR,$570000
,Shaun Dion Hamilton\DionSh00,LB,WAS,$570000
,Avonte Maddox\MaddAv00,CB,PHI,$570000
,Trenton Cannon\CannTr00,RB,NYJ,$570000
,Chris Herndon\HernCh00,TE,NYJ,$570000
,Ross Dwelley\DwelRo00,TE,SFO,$570000
,Foyesade Oluokun\OluoFo00,S,ATL,$570000
,Dontrell Hilliard\HillDo00,RB,CLE,$570000
,Ja'Whaun Bentley\BentJa00,ILB,NWE,$570000
,Justin Watson\WatsJu01,WR,TAM,$570000
,Mitchell Loewen\LoewMi00,DE,NOR,$570000
,Keke Coutee\CoutKe00,WR,HOU,$570000
,Anthony Averett\AverAn00,CB,BAL,$570000
,Kenny Young\YounKe03,LB,2TM,$570000
,Chandon Sullivan\SullCh00,CB,GNB,$570000
,Trevor Daniel\DaniTr00,P,HOU,$570000
,Corey Thompson\ThomCo02,LB,BUF,$570000
,Peter Kalambayi\KalaPe00,LB,HOU,$570000
,Tremon Smith\SmitTr04,,2TM,$570000
,Alex Light\LighAl00,T,GNB,$570000
,Da'Mari Scott\ScotDa02,WR,NYG,$570000
,Luke Falk\FalkLu00,QB,NYJ,$570000
,Parry Nickerson\NickPa00,CB,JAX,$570000
,Gehrig Dieter\DietGe00,WR,KAN,$570000
,Pete Robertson\RobePe01,LB,ARI,$570000
,Trent Sieg\SiegTr00,LS,OAK,$570000
,Pat O'Connor\OConPa00,DE,TAM,$570000
,Bruce Hector\HectBr00,DT,PHI,$570000
,Justin Zimmer\ZimmJu00,DT,CLE,$570000
,George Odum\OdumGe00,S,IND,$570000
,Jacob Martin\MartJa02,LB,HOU,$570000
,Jamal Carter\CartJa02,S,ATL,$570000
,J.T. Gray\GrayJ.00,DB,NOR,$570000
,Devaroe Lawrence\LawrDe02,DL,CLE,$570000
,J.C. Jackson\JackJ.00,DB,NWE,$570000
,Jaylen Samuels\SamuJa00,RB,PIT,$570000
,DeShon Elliott\ElliDe02,SS,BAL,$570000
,Javon Wims\WimsJa00,WR,CHI,$570000
,Durham Smythe\SmytDu00,TE,MIA,$570000
,Davontae Harris\HarrDa05,CB,DEN,$570000
,Dee Delaney\DelaDe00,CB,WAS,$570000
,Anthony Firkser\FirkAn00,TE,TEN,$570000
,Keion Crossen\CrosKe00,CB,HOU,$570000
,Dee Virgin\VirgDe00,CB,DET,$570000
,Wyatt Teller\TellWy00,OG,CLE,$570000
,Josh Allen\AlleJo02,QB,BUF,$570000
,Jordan Thomas\ThomJo05,TE,HOU,$570000
,Mason Cole\ColeMa02,C,ARI,$570000
,Deontay Burnett\BurnDe00,WR,PHI,$570000
,Reggie Gilbert\GilbRe01,LB,TEN,$570000
,Tyler Conklin\ConkTy00,TE,MIN,$570000
,Tanner Hudson\HudsTa00,TE,TAM,$570000
,Isaac Yiadom\YiadIs00,CB,DEN,$570000
,Ben Braden\BradBe00,OG,NYJ,$570000
,Maurice Hurst\HursMa00,DT,OAK,$570000
,Jeremiah Valoaga\ValoJe00,DE,SFO,$570000
1584,Jahlani Tavai\TavaJa00,LB,DET,$495000
,Bennett Jackson\JackBe00,CB,2TM,$495000
,Andrew Beck\BeckAn01,TE,DEN,$495000
,Jonathan Ledbetter\LedbJo01,DE,MIA,$495000
,Nick Allegretti\AlleNi00,G,KAN,$495000
,Mack Wilson\WilsMa03,LB,CLE,$495000
,Braxton Berrios\BerrBr00,WR,NYJ,$495000
,Isaiah Buggs\BuggIs00,DL,PIT,$495000
,Malik Reed\ReedMa01,LB,DEN,$495000
,Codey McElroy\McElCo00,WR,TAM,$495000
,Nick Gates\GateNi00,OT,NYG,$495000
,Isaac Nauta\NautIs00,TE,DET,$495000
,Kelvin Harmon\HarmKe00,WR,WAS,$495000
,Jarrett Stidham\StidJa00,QB,NWE,$495000
,Clelin Ferrell\FerrCl00,EDGE,OAK,$495000
,Deandre Baker\BakeDe00,CB,NYG,$495000
,Chris Lacy\LacyCh00,WR,DET,$495000
,Drew Forbes\ForbDr00,OT,CLE,$495000
,Cyril Grayson\GrayCy01,WR,TAM,$495000
,Joey Slye\SlyeJo00,K,CAR,$495000
,Cody Barton\BartCo00,LB,SEA,$495000
,Ed Oliver\OlivEd00,DL,BUF,$495000
,Shakial Taylor\TaylSh00,CB,IND,$495000
,Andrew Brown\BrowAn05,DE,CIN,$495000
,Jordan Chunn\ChunJo00,RB,DAL,$495000
,Deebo Samuel\SamuDe00,WR,SFO,$495000
,Tevin Jones\JoneTe02,WR,PIT,$495000
,Matthew Orzech\OrzeMa00,TE,JAX,$495000
,Jordan Scarlett\ScarJo00,RB,CAR,$495000
,Saquan Hampton\HampSa00,S,NOR,$495000
,Jomal Wiltz\WiltJo01,DB,MIA,$495000
,J.P. Holtz\HoltJ.01,TE,2TM,$495000
,Juan Thornhill\ThorJu00,S,KAN,$495000
,Anthony Nelson\NelsAn01,DL,TAM,$495000
,Michael Deiter\DeitMi00,OL,MIA,$495000
,Zach Triner\TrinZa00,LS,TAM,$495000
,Trace McSorley\McSoTr00,QB,BAL,$495000
,Diontae Johnson\JohnDi01,WR,PIT,$495000
,Will Harris\HarrWi02,S,DET,$495000
,Brandon Dillon\DillBr00,TE,MIN,$495000
,Kris Boyd\BoydKr00,CB,MIN,$495000
,John Ursua\UrsuJo00,WR,SEA,$495000
,Christian Miller\MillCh04,EDGE,CAR,$495000
,Xavier Crawford\CrawXa00,CB,2TM,$495000
,Steven Sims\SimsSt00,WR,WAS,$495000
,Dare Ogunbowale\OgunDa00,RB,TAM,$495000
,Chris Lammons\LammCh00,DB,MIA,$495000
,Hale Hentges\HentHa00,TE,WAS,$495000
,Germaine Pratt\PratGe00,LB,CIN,$495000
,Wes Martin\MartWe00,G,WAS,$495000
,Blake Cashman\CashBl00,LB,NYJ,$495000
,Nick Bawden\BawdNi00,RB,DET,$495000
,Gunner Olszewski\OlszGu00,WR,NWE,$495000
,Marvell Tell\TellMa00,S,IND,$495000
,Fred Brown\BrowFr01,WR,DEN,$495000
,Travis Fulgham\FulgTr00,WR,DET,$495000
,Miles Sanders\SandMi01,RB,PHI,$495000
,Emmanuel Moseley\MoseEm00,CB,SFO,$495000
,Daniel Brunskill\BrunDa00,OT,SFO,$495000
,Kyler Murray\MurrKy00,QB,ARI,$495000
,Kingsley Keke\KekeKi00,DL,GNB,$495000
,Chase Winovich\WinoCh00,EDGE,NWE,$495000
,Chris Peace\PeacCh00,DE,2TM,$495000
,Drew Lock\LockDr00,QB,DEN,$495000
,Brian Burns\BurnBr00,EDGE,CAR,$495000
,Nsimba Webster\WebsNs00,WR,LAR,$495000
,Deonte Harris\HarrDe07,WR,NOR,$495000
,Linden Stephens\StepLi00,CB,MIA,$495000
,Deon Cain\CainDe00,WR,2TM,$495000
,Dalton Risner\RisnDa00,OL,DEN,$495000
,Andrew Van Ginkel\VanGAn00,LB,MIA,$495000
,Jake Rodgers\RodgJa03,T,DEN,$495000
,Jaeden Graham\GrahJa01,TE,ATL,$495000
,Frank Herron\HerrFr00,DL,DET,$495000
,Isaiah Prince\PrinIs00,OL,MIA,$495000
,Kahzin Daniels\DaniKa00,LB,TAM,$495000
,Robert Jackson\JackRo00,CB,CLE,$495000
,Troy Fumagalli\FumaTr00,TE,DEN,$495000
,Khalen Saunders\SaunKh00,DT,KAN,$495000
,Steven Parker\ParkSt00,DB,MIA,$495000
,Myles Gaskin\GaskMy00,RB,MIA,$495000
,Diontae Spencer\SpenDi00,WR,DEN,$495000
,David Long\LongDa04,LB,TEN,$495000
,Drue Tranquill\TranDr00,LB,LAC,$495000
,Jamie Gillan\GillJa00,P,CLE,$495000
,Trevon Wesco\WescTr00,TE,NYJ,$495000
,Ryan Connelly\ConnRy00,LB,NYG,$495000
,Renell Wren\WrenRe00,DL,CIN,$495000
,KeeSean Johnson\JohnKe07,WR,ARI,$495000
,Byron Cowart\CowaBy00,DL,NWE,$495000
,Jordan Kunaszyk\KunaJo00,LB,CAR,$495000
,Montez Sweat\SweaMo00,EDGE,WAS,$495000
,Darius Slayton\SlayDa01,WR,NYG,$495000
,John Franklin\FranJo04,DB,TAM,$495000
,Jimmy Moreland\MoreJi00,CB,WAS,$495000
,Amani Oruwariye\OruwAm00,CB,DET,$495000
,Erik McCoy\McCoEr01,OL,NOR,$495000
,Greg Gaines\GainGr00,DL,LAR,$495000
,Rashard Davis\DaviRa01,WR,TEN,$495000
,Natrez Patrick\PatrNa00,LB,LAR,$495000
,Sean Murphy-Bunting\BuntSe00,CB,TAM,$495000
,Jester Weah\WeahJe01,WR,WAS,$495000
,Nick Scott\ScotNi01,S,LAR,$495000
,D'Ernest Johnson\JohnDE04,RB,CLE,$495000
,Coleman Shelton\ShelCo00,C,LAR,$495000
,Trent Harris\HarrTr01,DL,MIA,$495000
,Jonathan Wynn\WynnJo00,DE,DET,$495000
,Andre Dillard\DillAn00,OL,PHI,$495000
,Kentavius Street\StreKe00,DT,SFO,$495000
,Isaiah Mack\MackIs00,DT,TEN,$495000
,Ryan Finley\FinlRy00,QB,CIN,$495000
,Jeffery Simmons\SimmJe01,DL,TEN,$495000
,Sione Takitaki\TakiSi00,LB,CLE,$495000
,Jamarco Jones\JoneJa08,OT,SEA,$495000
,Dennis Daley\DaleDe00,OL,CAR,$495000
,Roderic Teamer\TeamRo00,S,LAC,$495000
,Mark Walton\WaltMa00,RB,MIA,$495000
,Cedrick Wilson\WilsCe01,WR,DAL,$495000
,Devine Ozigbo\OzigDe01,RB,JAX,$495000
,T.J. Hockenson\HockTJ00,TE,DET,$495000
,Jalen Thompson\ThomJa04,,ARI,$495000
,Chauncey Gardner-Johnson\GardCh00,S,NOR,$495000
,Austin Schlottmann\SchlAu00,G,DEN,$495000
,Andrew Wingard\WingAn01,S,JAX,$495000
,Marquise Blair\BlaiMa01,S,SEA,$495000
,Gary Jennings\JennGa00,WR,MIA,$495000
,Luke Gifford\GiffLu00,LB,DAL,$495000
,Ken Webster\WebsKe00,CB,MIA,$495000
,Darvin Kidsy\KidsDa00,WR,WAS,$495000
,Jacob Tuioti-Mariner\TuioJa00,DT,ATL,$495000
,Patrick Mekari\MekaPa00,G,BAL,$495000
,Blessuan Austin\AustBl00,CB,NYJ,$495000
,Jordan Miller\MillJo05,CB,ATL,$495000
,Greedy Williams\WillGr00,CB,CLE,$495000
,Tuzar Skipper\SkipTu00,LB,NYG,$495000
,Byron Pringle\PrinBy00,WR,KAN,$495000
,Hercules Mata'afa\MataHe00,DE,MIN,$495000
,Ryan Izzo\IzzoRy00,TE,NWE,$495000
,Quincy Williams\WillQu01,,JAX,$495000
,Charles Omenihu\OmenCh00,DL,HOU,$495000
,Dallin Leavitt\LeavDa00,S,OAK,$495000
,Samuel Eguavoen\EguaSa00,LB,MIA,$495000
,Kyle Allen\AlleKy00,QB,CAR,$495000
,Cole Holcomb\HolcCo00,LB,WAS,$495000
,Mitch Wishnowsky\WishMi00,P,SFO,$495000
,C.J. Board\BoarC.00,WR,JAX,$495000
,David Long\LongDa02,CB,LAR,$495000
,Cullen Gillaspia\GillCu00,RB,HOU,$495000
,Olamide Zaccheaus\ZaccOl01,WR,ATL,$495000
,Trey Pipkins\PipkTr00,OT,LAC,$495000
,Darrell Henderson\HendDa00,RB,LAR,$495000
,James Vaughters\VaugJa01,LB,CHI,$495000
,Steven Mitchell\MitcSt02,WR,HOU,$495000
,Khari Willis\WillKh00,S,IND,$495000
,Drew Sample\SampDr00,TE,CIN,$495000
,Darwin Thompson\ThomDa06,RB,KAN,$495000
,Miles Brown\BrowMi01,DT,ARI,$495000
,Andre James\JameAn01,T,OAK,$495000
,Bo Scarbrough\ScarBo01,RB,DET,$495000
,Zach Allen\AlleZa01,DL,ARI,$495000
,Trayvon Mullen\MullTr00,CB,OAK,$495000
,Nate Davis\DaviNa01,OL,TEN,$495000
,Chris Lindstrom\LindCh00,OL,ATL,$495000
,Tytus Howard\HowaTy00,,HOU,$495000
,Noah Fant\FantNo00,TE,DEN,$495000
,Darryl Johnson\JohnDa10,DE,BUF,$495000
,Brady Sheldon\ShelBr01,LB,CIN,$495000
,Keisean Nixon\NixoKe00,CB,OAK,$495000
,Shy Tuttle\TuttSh00,DL,NOR,$495000
,Jake Bailey\BailJa00,P,NWE,$495000
,Cam Sims\SimsCa00,WR,WAS,$495000
,Corey Ballentine\BallCo00,CB,NYG,$495000
,Patrick Laird\LairPa00,RB,MIA,$495000
,Andy Isabella\IsabAn00,WR,ARI,$495000
,David Montgomery\MontDa01,RB,CHI,$495000
,Dre'Mont Jones\JoneDr00,DL,DEN,$495000
,Qadree Ollison\OlliQa00,RB,ATL,$495000
,David Edwards\EdwaDa01,OL,LAR,$495000
,Joe Jackson\JackJo02,EDGE,DAL,$495000
,Dakota Allen\AlleDa01,LB,2TM,$495000
,Michael Jordan\JordMi01,OL,CIN,$495000
,Jonathan Owens\OwenJo01,S,HOU,$495000
,Kasey Redfern\RedfKa00,P,ATL,$495000
,Ugochukwu Amadi\AmadUg00,S,SEA,$495000
,Juwann Winfree\WinfJu00,WR,DEN,$495000
,Benny Snell\SnelBe00,,PIT,$495000
,Greg Little\LittGr01,OL,CAR,$495000
,Amani Hooker\HookAm00,S,TEN,$495000
,Jerry Tillery\TillJe00,DL,LAC,$495000
,Fred Johnson\JohnFr01,G,CIN,$495000
,Dwayne Haskins\HaskDw00,QB,WAS,$495000
,Shareef Miller\MillSh00,EDGE,PHI,$495000
,Duke Williams\WillDu01,WR,BUF,$495000
,Dan Skipper\SkipDa00,OT,2TM,$495000
,Bobby Okereke\OkerBo00,LB,IND,$495000
,Quinnen Williams\WillQu00,DL,NYJ,$495000
,Emeke Egbule\EgbuEm00,LB,LAC,$495000
,Michael Jackson\JackMi01,CB,DET,$495000
,Beau Benzschawel\BenzBe01,G,DET,$495000
,Ryan Nall\NallRy00,RB,CHI,$495000
,Ben Burr-Kirven\BurrBe00,LB,SEA,$495000
,Joe Giles-Harris\GileJo01,LB,JAX,$495000
,Nick Bosa\BosaNi00,EDGE,SFO,$495000
,Brad Lundblade\LundBr00,C,CAR,$495000
,Jaylon Ferguson\FergJa02,DE,BAL,$495000
,Jakobi Meyers\MeyeJa01,WR,NWE,$495000
,Kerrith Whyte\WhytKe00,RB,PIT,$495000
,Tony Pollard\PollTo00,RB,DAL,$495000
,Joejuan Williams\WillJo13,CB,NWE,$495000
,Jawaan Taylor\TaylJa02,OL,JAX,$495000
,A.J. Brown\BrowAJ00,WR,TEN,$495000
,Trayveon Williams\WillTr06,RB,CIN,$495000
,Trysten Hill\HillTr00,DL,DAL,$495000
,Daniel Ekuale\EkuaDa00,DL,CLE,$495000
,Marquise Brown\BrowMa04,WR,BAL,$495000
,Taylor Rapp\RappTa00,S,LAR,$495000
,Rico Gafford\GaffRi00,WR,OAK,$495000
,Elgton Jenkins\JenkEl00,OL,GNB,$495000
,Matt Gay\GayxMa00,K,TAM,$495000
,L.J. Collier\CollLJ00,DL,SEA,$495000
,Jaleel Scott\ScotJa02,WR,BAL,$495000
,Travin Howard\HowaTr00,OLB,LAR,$495000
,Devin Bush\BushDe01,LB,PIT,$495000
,Mark Fields\FielMa01,CB,MIN,$495000
,Parris Campbell\CampPa00,WR,IND,$495000
,Joshua Miles\MileJo00,OT,ARI,$495000
,Chandler Cox\CoxxCh01,RB,MIA,$495000
,Nasir Adderley\AddeNa00,S,LAC,$495000
,Bryan Mone\MoneBr00,DT,SEA,$495000
,Josh Oliver\OlivJo00,TE,JAX,$495000
,Dexter Lawrence\LawrDe03,DL,NYG,$495000
,Chuma Edoga\EdogCh00,OL,NYJ,$495000
,Patrick Morris\MorrPa00,C,DEN,$495000
,Max Scharping\SchaMa01,OT,HOU,$495000
,Travis Homer\HomeTr00,RB,SEA,$495000
,John Cominsky\ComiJo00,DE,ATL,$495000
,Austin Seibert\SeibAu00,K,CLE,$495000
,Damien Harris\HarrDa06,RB,NWE,$495000
,Reggie Bonnafon\BonnRe00,RB,CAR,$495000
,Riley Ridley\RidlRi00,WR,CHI,$495000
,Darrius Shepherd\ShepDa00,WR,GNB,$495000
,Dawson Knox\KnoxDa00,TE,BUF,$495000
,Rock Ya-Sin\Ya-SRo00,CB,IND,$495000
,Miles Boykin\BoykMi00,WR,BAL,$495000
,Ryan Hunter\HuntRy00,T,KAN,$495000
,Ty Johnson\JohnTy02,RB,DET,$495000
,Johnathan Abram\AbraJo01,S,OAK,$495000
,Scott Miller\MillSc01,WR,TAM,$495000
,Devin Singletary\SingDe00,RB,BUF,$495000
,Joey Ivie\IvieJo00,DT,2TM,$495000
,Dontavius Russell\RussDo00,DL,JAX,$495000
,Will Grier\GrieWi00,QB,CAR,$495000
,Preston Williams\WillPr01,WR,MIA,$495000
,Allen Lazard\LazaAl00,WR,GNB,$495000
,Mike Edwards\EdwaMi01,S,TAM,$495000
,Ryan Santoso\SantRy00,P,TEN,$495000
,Josh Allen\AlleJo03,EDGE,JAX,$495000
,Krishawn Hogan\HogaKr00,WR,NOR,$495000
,Kaden Elliss\ElliKa00,LB,NOR,$495000
,Brandin Bryant\BryaBr00,DL,CLE,$495000
,Abdullah Anderson\AndeAb00,DT,CHI,$495000
,David Blough\BlouDa00,QB,DET,$495000
,Jace Sternberger\SterJa00,TE,GNB,$495000
,Cole Luke\LukeCo00,CB,CAR,$495000
,Shaq Calhoun\CalhSh01,G,MIA,$495000
,D.K. Metcalf\MetcDK00,WR,SEA,$495000
,Garrett Bradbury\BradGa00,OL,MIN,$495000
,Eddy Pineiro\PineEd00,K,CHI,$495000
,Quentin Poling\PoliQu00,LB,OAK,$495000
,Alec Ingold\IngoAl01,FB,OAK,$495000
,Gardner Minshew\MinsGa00,QB,JAX,$495000
,Carl Granderson\GranCa01,DE,NOR,$495000
,Cortez Broughton\BrouCo00,DL,LAC,$495000
,Alexander Mattison\MattAl01,RB,MIN,$495000
,Josh Jacobs\JacoJo01,RB,OAK,$495000
,Timon Parris\ParrTi00,T,WAS,$495000
,Justin Hollins\HollJu00,EDGE,DEN,$495000
,Simeon Thomas\ThomSi00,CB,WAS,$495000
,Troy Reeder\ReedTr01,LB,LAR,$495000
,Kaleb McGary\McGaKa00,OL,ATL,$495000
,Jamel Dean\DeanJa00,CB,TAM,$495000
,Robert Spillane\SpilRo00,LB,PIT,$495000
,Kendall Sheffield\ShefKe00,CB,ATL,$495000
,Ryquell Armstead\ArmsRy00,RB,JAX,$495000
,N'Keal Harry\HarrNK00,WR,NWE,$495000
,Sam Ficken\FickSa00,K,NYJ,$495000
,Lonnie Johnson\JohnLo01,CB,HOU,$495000
,Christian Wilkins\WilkCh00,DL,MIA,$495000
,Trayvon Henderson\HendTr01,S,CIN,$495000
,Tommy Sweeney\SweeTo00,TE,BUF,$495000
,Cody Ford\FordCo00,OL,BUF,$495000
,Daniel Jones\JoneDa05,QB,NYG,$495000
,Austin Cutting\CuttAu00,LS,MIN,$495000
,David Quessenberry\QuesDa00,OT,TEN,$495000
,Deionte Thompson\ThomDe06,S,ARI,$495000
,Jeremy Reaves\ReavJe00,FS,WAS,$495000
,Azeez Al-Shaair\AlShAz00,LB,SFO,$495000
,Byron Murphy\MurpBy00,CB,ARI,$495000
,Andre Patton\PattAn00,WR,LAC,$495000
,Bobby Evans\EvanBo00,OL,LAR,$495000
,Josh Woods\WoodJo02,LB,CHI,$495000
,Julian Love\LoveJu00,CB,NYG,$495000
,Devin White\WhitDe02,LB,TAM,$495000
,Duke Shelley\ShelDu00,CB,CHI,$495000
,John Atkins\AtkiJo01,DT,DET,$495000
,Brandon Knight\KnigBr01,T,DAL,$495000
,Oshane Ximines\XimiOs00,EDGE,NYG,$495000
,Kevin Strong\StroKe00,DT,DET,$495000
,Kyle Phillips\PhilKy00,DL,NYJ,$495000
,Rolan Milligan\MillRo03,S,IND,$495000
,Damion Willis\WillDa11,WR,CIN,$495000
,Alex Singleton\SingAl00,LB,PHI,$495000
,Nate Herbig\HerbNa01,G,PHI,$495000
,Evan Baylis\BaylEv00,TE,GNB,$495000
,Donovan Olumba\OlumDo00,CB,DAL,$495000
,Justin Layne\LaynJu00,CB,PIT,$495000
,Cole Mazza\MazzCo01,LS,LAC,$495000
,Donovan Wilson\WilsDo01,S,DAL,$495000
,Austin Bryant\BryaAu00,EDGE,DET,$495000
,Rob McCray\McCrRo00,LB,CLE,$495000
,Mecole Hardman\HardMe00,WR,KAN,$495000
,Christian Blake\BlakCh00,WR,ATL,$495000
,Terry McLaurin\McLaTe00,WR,WAS,$495000
